5000,640
5000,340
5000,620
5000,360
5000,380
5000,600
5000,400
5000,580
5000,420
5000,560
5000,440
5000,540
5000,460
5000,520
5000,220
5000,500
5000,480
5000,160
5000,260
5000,80
5000,240
5000,100
5000,60
5000,280
5000,40
5000,300
5000,20
5000,320
5000,140
5000,180
5000,120
5000,200
5000,1080
5000,1160
5000,1100
5000,1140
5000,980
5000,1280
5000,1000
5000,1260
5000,1020
5000,1240
5000,1200
5000,1060
5000,1220
5000,1040
5000,800
5000,1120
5000,1180
5000,820
5000,780
5000,840
5000,760
5000,860
5000,740
5000,880
5000,720
5000,900
5000,700
5000,920
5000,940
5000,680
5000,960
5000,660
250,800
250,425
250,775
250,450
250,475
250,750
250,500
250,725
250,525
250,700
250,550
250,675
250,575
250,650
250,275
250,625
250,600
250,200
250,325
250,100
250,300
250,125
250,75
250,350
250,50
250,375
250,25
250,400
250,175
250,225
250,150
250,250
0,550
0,650
0,575
0,625
0,425
0,800
0,450
0,775
0,475
0,750
0,700
0,525
0,725
0,500
0,200
0,600
0,675
0,225
0,175
0,250
0,150
0,275
0,125
0,300
0,100
0,325
0,75
0,350
0,375
0,50
0,400
0,25
